Target,Uniprot,Multiplicity
O00329_5m6u,O00329,1
O85361_5fcz,O85361,1
P14324_3n1w,P14324,3
P56817_6jsn,P56817,3
P08235_5l7e,P08235,1
P08631_5h0b,P08631,1
P95468_2ay1,P95468,3
Q8IJH3_3s9y,Q8IJH3,2
P17931_3t1m,P17931,1
P56817_3inh,P56817,3
P03951_4na7,P03951,2
P08631_5h09,P08631,1
Q8TEK3_4ekg,Q8TEK3,1
P03367_2az9,P03367,1
Q08881_4hcv,Q08881,1
P10721_6gqm,P10721,1
B5II98_6mmo,B5II98,3
O60885_4o72,O60885,1
P22455_4r6v,P22455,1
P56817_2xfi,P56817,3
P42336_4jps,P42336,7
P00489_3g2l,P00489,4
P00533_5gmp,P00533,1
P30803_2gvd,P30803,3
P00533_6s9b,P00533,1
P53779_3kvx,P53779,1
Q9NR97_4r0a,Q9NR97,13
P04818_3h9k,P04818,3
P07900_2wi7,P07900,1
P50743_4dcv,P50743,2
Q8TEK3_6te6,Q8TEK3,1
P56817_3udp,P56817,3
P06276_6i0b,P06276,12
Q96PN6_4oya,Q96PN6,1
P00533_6d8e,P00533,1
P03366_1w5y,P03366,1
P03367_4dfg,P03367,2
P00489_2qrm,P00489,4
P48736_4anv,P48736,1
P04035_3ccz,P04035,3
P43490_4l4m,P43490,2
P43490_5upe,P43490,2
P00918_4qtl,P00918,3
P00742_2bq6,P00742,2
Q9H7Z6_6oip,Q9H7Z6,1
P68175_2vaq,P68175,1
P24941_4erw,P24941,3
P56817_3cic,P56817,3
P23458_4ei4,P23458,1
P53779_1pmn,P53779,1
P08799_2xel,P08799,3
Q9L5C8_4de0,Q9L5C8,1
Q8WSF8_4bqt,Q8WSF8,2
P43889_4e1k,P43889,1
P14350_3oyn,P14350,1
P52333_3lxk,P52333,2
A5K8L9_5gvl,A5K8L9,3
O57947_5yft,O57947,4
P14735_3e4a,P14735,2
P03951_4na8,P03951,2
Q5HSJ4_5ubg,Q5HSJ4,1
P52293_4u5o,P52293,2
Q13451_4w9p,Q13451,1
P24182_2w70,P24182,2
P23616_4bt5,P23616,1
O68183_5c4k,O68183,2
P40136_1xfv,P40136,1
P26663_3h5u,P26663,3
Q07343_3o57,Q07343,1
P27487_3hab,P27487,11
Q16539_2rg5,Q16539,4
P15056_6nsq,P15056,2
Q9NP87_6ak5,Q9NP87,1
P05024_4ret,P05024,3
C3W5S0_4avg,C3W5S0,2
P43405_3fqe,P43405,1
Q04771_5oxg,Q04771,7
O35904_4xe0,O35904,1
P22629_1n9m,P22629,3
P22748_3f7b,P22748,1
A4TVL0_5oh7,A4TVL0,1
P26663_4mka,P26663,3
P56817_3l5d,P56817,3
P24941_1oiu,P24941,3
O76074_3bjc,O76074,2
Q5G940_3cf9,Q5G940,8
P27487_4j3j,P27487,1
P00533_4jr3,P00533,1
P00797_2v11,P00797,2
O15264_5ekn,O15264,1
P28482_3i60,P28482,4
Q6PL18_5a5r,Q6PL18,5
O95819_4u44,O95819,2
P03952_6o1g,P03952,1
O60674_3e63,O60674,2
P56658_1v7a,P56658,1
P60472_3sgv,P60472,1
Q8N1Q1_4knm,Q8N1Q1,1
P10253_5nn5,P10253,1
P50579_2ea4,P50579,1
Q13451_4jfm,Q13451,1
P28482_4o6e,P28482,4
Q8IKG4_5jnl,Q8IKG4,1
P03372_2ayr,P03372,1
P00772_1elc,P00772,1
P17169_1moq,P17169,1
P61626_5lsh,P61626,1
Q9AJS0_3rx5,Q9AJS0,1
A5K8L9_5yg3,A5K8L9,3
P37231_4a4v,P37231,2
P00797_4pyv,P00797,3
O14757_2ywp,O14757,2
P49336_4f7j,P49336,1
Q8ZVF7_2gl0,Q8ZVF7,2
P21146_5ukm,P21146,1
P00746_6fuh,P00746,2
P08235_4uda,P08235,1
P48736_4kzc,P48736,1
P23360_3nyd,P23360,1
P35968_2qu5,P35968,1
Q92793_5w0e,Q92793,2
Q9Y5P4_5zyi,Q9Y5P4,1
Q13627_5a4l,Q13627,3
P56817_4b1c,P56817,3
A8DG50_3su5,A8DG50,1
P00572_3tmk,P00572,1
Q5HGZ3_3u7n,Q5HGZ3,1
Q08345_3zos,Q08345,1
Q10714_2x91,Q10714,3
Q9HV14_4kow,Q9HV14,1
P03472_2qwf,P03472,5
Q9H2K2_4avu,Q9H2K2,2
P15090_5d4a,P15090,1
P56817_4j1c,P56817,3
P00489_2qnb,P00489,4
P43490_4m6p,P43490,2
P34913_5alo,P34913,1
Q07010_6apv,Q07010,1
P29375_6dq4,P29375,1
P00918_6eeh,P00918,3
Q08881_4m0y,Q08881,1
P42641_5m04,P42641,1
J9U5U9_6ap7,J9U5U9,1
Q9WUL6_4g3g,Q9WUL6,1
Q92793_5i83,Q92793,2
P49841_6hk4,P49841,2
P09874_3l3m,P09874,1
P28482_2ojg,P28482,4
P15056_6n0q,P15056,2
P37231_4r06,P37231,2
P55201_5dy7,P55201,1
A5K8L9_5gvp,A5K8L9,3
P30405_4j5e,P30405,2
Q8WSF8_2pgz,Q8WSF8,3
P27487_2iiv,P27487,11
O60885_3u5l,O60885,1
P29466_6f6r,P29466,1
Q8TEK3_5dtr,Q8TEK3,1
P00489_3t3h,P00489,4
P11838_3wz7,P11838,5
P00742_2uwp,P00742,2
O32449_1wm1,O32449,1
P24941_1urw,P24941,2
O60885_4hxm,O60885,1
Q16539_4r3c,Q16539,4
Q13526_3kad,Q13526,1
P24941_3rpy,P24941,3
O14965_3uo5,O14965,3
P27487_2oag,P27487,1
P03367_2az8,P03367,1
Q5F4T5_6gw1,Q5F4T5,1
O32253_3bxf,O32253,1
P11172_2qch,P11172,2
P00749_5za7,P00749,3
O14965_4deb,O14965,3
O75469_2o9i,O75469,1
O00255_5ddd,O00255,3
P07900_2qfo,P07900,1
Q96KQ7_3k5k,Q96KQ7,2
P23687_4an1,P23687,1
P24941_3ns9,P24941,3
P00918_6got,P00918,3
P90551_1jdj,P90551,1
P51955_2xno,P51955,1
P28720_6fmn,P28720,3
O76083_4g2j,O76083,1
P08709_4nga,P08709,1
Q9H999_6b3v,Q9H999,1
Q9BJF5_3n51,Q9BJF5,1
P56658_1wxz,P56658,1
P24941_3ezv,P24941,2
O43924_4jv6,O43924,1
P44542_6h76,P44542,1
Q9NZJ5_4x7n,Q9NZJ5,1
P09960_3ftw,P09960,1
P00918_4bf1,P00918,3
P17752_5tpg,P17752,1
K4KA16_4ok6,K4KA16,1
Q9H2K2_5adr,Q9H2K2,2
Q55467_4qdk,Q55467,1
P51955_2xkc,P51955,1
P00797_3oqk,P00797,3
Q9NRK6_4ayt,Q9NRK6,3
P0A6I6_6chn,P0A6I6,1
P55201_5o4s,P55201,1
P00918_6ecz,P00918,3
P56817_3hw1,P56817,3
A3N294_4r74,A3N294,1
P65249_4gsy,P65249,1
P56817_4dju,P56817,3
P00533_5cav,P00533,1
O60885_5egu,O60885,1
Q9Y233_3sn7,Q9Y233,1
P00742_2vvv,P00742,2
Q8WQX9_6rfn,Q8WQX9,1
P00918_6ql3,P00918,3
Q24451_3eju,Q24451,2
P00436_3pcg,P00436,3
O15530_1uu8,O15530,4
Q9L5C8_3g35,Q9L5C8,4
P15056_4xv2,P15056,2
P02766_4his,P02766,1
Q07820_5vkc,Q07820,1
P22262_5f1r,P22262,2
Q9H2K2_5owt,Q9H2K2,2
P09960_3chs,P09960,1
Q0A480_4ks4,Q0A480,1
P00749_3mhw,P00749,2
P07379_3mof,P07379,1
Q91H74_6mo2,Q91H74,1
P00517_4axa,P00517,1
P27915_5eif,P27915,1
P03372_4mgb,P03372,1
A5H660_6htg,A5H660,3
P00742_3m37,P00742,2
P00323_1akt,P00323,4
P0A6I6_6ccq,P0A6I6,1
Q9QYJ6_3hqz,Q9QYJ6,1
P22629_3wzq,P22629,2
Q16539_1zyj,Q16539,4
O60885_4hxr,O60885,1
Q00944_4brx,Q00944,1
P56817_3rtm,P56817,3
P28482_5lck,P28482,4
Q9NWZ3_6f3g,Q9NWZ3,1
P00918_3bet,P00918,3
P00746_5fck,P00746,2
P05413_1hmt,P05413,4
Q16658_6i11,Q16658,1
Q9RUB5_6ouv,Q9RUB5,1
Q05097_4yw6,Q05097,1
P28523_2oxy,P28523,1
P43405_4i0s,P43405,1
P56817_6bfx,P56817,3
P11172_3ex2,P11172,2
P02766_3d2t,P02766,1
G7CNL4_6d4q,G7CNL4,1
P47205_4j3d,P47205,2
P00742_2xc0,P00742,2
Q980A5_4rd3,Q980A5,2
P22734_4p58,P22734,5
P49841_4ptc,P49841,2
P00929_2cll,P00929,1
P56817_6ej3,P56817,3
Q9NQR1_5th7,Q9NQR1,1
Q9BJF5_4yjn,Q9BJF5,1
P07900_2wi5,P07900,1
Q16539_5xyx,Q16539,4
B1MDI3_6qrc,B1MDI3,2
P9WFK7_6p3v,P9WFK7,1
Q08602_3hxc,Q08602,1
P34913_5ald,P34913,1
P18031_2cng,P18031,11
P04637_5o1a,P04637,10
P15917_5d1u,P15917,1
P0ACC7_4aa7,P0ACC7,1
O76074_3shy,O76074,2
P03474_1b9t,P03474,2
Q9NWZ3_4ztm,Q9NWZ3,2
P61964_6dak,P61964,2
P24941_2iw9,P24941,3
P49841_3zrm,P49841,2
O96935_6eab,O96935,1
P03474_1b9v,P03474,2
P00720_186l,P00720,1
P37231_5two,P37231,2
P08581_6sdd,P08581,1
O38732_3gi5,O38732,1
P62937_6gjl,P62937,3
P04629_6pl1,P04629,1
O15826_2yb0,O15826,2
O60885_6dl2,O60885,1
Q16539_3gcs,Q16539,4
P00797_4s1g,P00797,3
Q13093_5yea,Q13093,1
Q9UIF8_4rvr,Q9UIF8,1
A2IC68_4auy,A2IC68,1
O96017_4bdd,O96017,1
Q92793_6frf,Q92793,3
O04379_4g0q,O04379,1
O14757_2yex,O14757,2
P50053_5wbm,P50053,2
P56273_4jsc,P56273,1
P48730_4kba,P48730,2
P07900_4o09,P07900,1
P00797_3oad,P00797,2
P41595_6dry,P41595,2
P10275_2ax6,P10275,4
O14965_4jbo,O14965,3
P10969_2x52,P10969,1
Q5SLD7_6jb4,Q5SLD7,1
P16442_4kc1,P16442,1
Q08499_6f8r,Q08499,3
P00489_4mic,P00489,4
Q460N5_4f1q,Q460N5,1
Q48255_4b6r,Q48255,2
Q05127_4ibd,Q05127,1
Q9UNA0_3hyg,Q9UNA0,1
P56470_5duw,P56470,1
Q9BYW2_5lsx,Q9BYW2,1
P07741_6hgr,P07741,1
O14757_4qyh,O14757,2
P55055_5kya,P55055,1
Q13093_5jap,Q13093,1
O76074_4md6,O76074,2
P49336_4f7n,P49336,1
Q96LI5_5dv2,Q96LI5,1
P03367_1iiq,P03367,2
A3FQ16_3ncg,A3FQ16,1
P56817_4j0v,P56817,3
P9WMC1_5myr,P9WMC1,1
P43405_4fyo,P43405,1
A2IC68_4att,A2IC68,1
P24941_3qqk,P24941,2
Q8N884_5vdq,Q8N884,2
Q8PWY1_6aan,Q8PWY1,1
P37231_6c5q,P37231,2
Q9H2K2_4l2f,Q9H2K2,2
P02791_3f34,P02791,1
C7C422_4exs,C7C422,1
P28720_4puk,P28720,3
P00742_1nfu,P00742,2
P15056_6b8u,P15056,2
P39900_2wo9,P39900,1
P04058_1zgb,P04058,1
P07379_6p5o,P07379,2
P29597_5f20,P29597,1
Q08881_4rfm,Q08881,1
P49773_5kma,P49773,2
P08337_1pus,P08337,1
P11309_4bzo,P11309,1
Q8NEB9_4uwf,Q8NEB9,1
P21836_3zlv,P21836,1
P24941_2exm,P24941,2
P54760_2vwv,P54760,1
P00727_1lan,P00727,1
O60760_5aix,O60760,1
P01375_6ooy,P01375,1
P10824_3d7m,P10824,1
Q02750_4an9,Q02750,1
Q9H2K2_4tki,Q9H2K2,2
Q08499_6nji,Q08499,3
P00489_4mi9,P00489,4
C1JZ07_6cwn,C1JZ07,2
P03472_1xoe,P03472,5
P03366_2uxz,P03366,1
A5H660_6hsz,A5H660,3
P07900_1uye,P07900,1
P02743_4avs,P02743,2
P00742_2j94,P00742,2
P30044_4k7n,P30044,1
Q8WSF8_2bys,Q8WSF8,3
Q0ED31_4dkq,Q0ED31,14
Q9AMP1_3as2,Q9AMP1,1
P22756_3s2v,P22756,3
Q9H2K2_4pnn,Q9H2K2,2
Q96KQ7_5vse,Q96KQ7,2
O15530_3qd3,O15530,4
Q6GJI9_4qgf,Q6GJI9,1
P00489_4mho,P00489,4
P00491_3k8q,P00491,1
P26663_3g86,P26663,3
Q9H2K2_4pml,Q9H2K2,2
P0ACB2_1l6y,P0ACB2,1
P00509_1tog,P00509,2
O38732_2qi3,O38732,1
P42262_3ua8,P42262,1
Q02750_4anb,Q02750,1
P21836_2xuf,P21836,3
P16442_4kc4,P16442,1
O60885_4mr3,O60885,1
Q8AAK6_2vl4,Q8AAK6,1
P28523_1zoh,P28523,1
P11309_5kzi,P11309,1
Q26710_5gn7,Q26710,1
P22756_6sbt,P22756,3
P24941_2c6k,P24941,2
P58154_4um1,P58154,5
P02766_3nes,P02766,1
P10968_4aml,P10968,1
Q7SIB7_1kf0,Q7SIB7,1
Q9QYJ6_3hr1,Q9QYJ6,1
Q8I6V3_5yib,Q8I6V3,1
P43405_4xg9,P43405,1
P98170_5m6m,P98170,2
C3W5S0_6e3p,C3W5S0,2
P00517_2c1a,P00517,1
P26663_3cj5,P26663,3
P07339_4obz,P07339,1
P48736_4f1s,P48736,1
P53779_3v6r,P53779,1
Q8WWQ0_5eni,Q8WWQ0,2
Q6P6C2_4nrm,Q6P6C2,1
P56817_2qu2,P56817,3
P00519_2hyy,P00519,5
O96935_4zw3,O96935,1
O60674_4bbe,O60674,2
P93836_5ywg,P93836,1
P00374_1u71,P00374,1
P14900_2jfh,P14900,1
P32890_1fd7,P32890,2
P02766_4det,P02766,1
P00918_4q08,P00918,3
Q9Y233_3wyk,Q9Y233,1
P00918_3oik,P00918,3
Q9WYE2_2zx5,Q9WYE2,1
Q8TF76_6g34,Q8TF76,1
Q837V6_4lh6,Q837V6,2
Q9WFL7_3m9f,Q9WFL7,1
P00746_5nba,P00746,2
P02766_5jiq,P02766,1
P08069_5fxq,P08069,1
P02768_1hk5,P02768,8
P56817_2is0,P56817,3
O60885_5ei4,O60885,1
P00760_2zdl,P00760,2
P11362_4nks,P11362,1
P00918_2o4z,P00918,3
Q8IXJ6_5dy5,Q8IXJ6,1
P23458_6hzu,P23458,1
P56817_3rth,P56817,3
P00742_4a7i,P00742,2
Q8IEW2_5l87,Q8IEW2,2
Q8I0P1_6nyw,Q8I0P1,1
Q52L64_2r1w,Q52L64,1
B1MDI3_6qqu,B1MDI3,2
P55055_5kyj,P55055,1
Q16875_5ajx,Q16875,2
P24941_2vts,P24941,3
P0A6I6_6b7f,P0A6I6,2
Q28175_5ulg,Q28175,1
Q14680_5ihc,Q14680,1
P24941_1vyz,P24941,2
Q9UHI8_3q2h,Q9UHI8,1
O95271_4li8,O95271,2
P09960_5bpp,P09960,1
Q9K2N0_5y6d,Q9K2N0,2
P04642_4aj1,P04642,1
Q9Y233_4p1r,Q9Y233,1
P35963_1k6p,P35963,1
Q83883_4xbd,Q83883,1
Q14397_4op1,Q14397,1
P22629_1stp,P22629,1
Q94M05_2vhj,Q94M05,1
P14735_6byz,P14735,2
Q13546_5hx6,Q13546,1
O60885_5lj2,O60885,1
Q99QC1_5k1d,Q99QC1,1
P03951_2fda,P03951,5
P56817_3qi1,P56817,3
Q7X9A9_3wq5,Q7X9A9,2
P61964_6pg7,P61964,2
P56817_2iqg,P56817,3
P00918_1i9p,P00918,3
P43619_3c2r,P43619,1
P22629_1swn,P22629,2
P18031_1ony,P18031,11
O43570_5llp,O43570,1
Q9HZN8_3uwk,Q9HZN8,1
P04058_6h12,P04058,8
P12931_2bdf,P12931,1
P27115_2am4,P27115,1
P56817_4joo,P56817,3
P00811_2r9w,P00811,10
P04058_3i6m,P04058,8
P07900_5j8u,P07900,1
P03951_4ty7,P03951,2
P04637_5o1d,P04637,10
P09391_3zot,P09391,5
P33981_3wzk,P33981,1
P00489_7gpb,P00489,5
C7C422_6d1h,C7C422,1
Q9GK12_3usx,Q9GK12,1
P04584_1ida,P04584,1
I6Y9J2_6iyw,I6Y9J2,2
P29375_6bgz,P29375,1
C3W5S0_5web,C3W5S0,2
P07900_4eft,P07900,1
O15294_6ma2,O15294,4
P08254_1caq,P08254,1
Q08881_4pqn,Q08881,1
P36639_6eq2,P36639,1
Q9NRK6_4ayx,Q9NRK6,3
P28907_4tmf,P28907,1
P37353_6nj0,P37353,1
P71447_1z4o,P71447,1
P53582_5yr6,P53582,1
P33981_6b4w,P33981,1
Q16875_6ibz,Q16875,2
P07900_2wi2,P07900,1
Q00955_4wyo,Q00955,3
O96017_4a9r,O96017,1
O14965_6r49,O14965,3
O60885_5z5v,O60885,1
P54753_5l6p,P54753,1
P23458_5khx,P23458,1
P00533_2ity,P00533,1
P58154_1uv6,P58154,5
P07900_3b26,P07900,1
Q08602_3hxb,Q08602,1
O38732_3gi6,O38732,1
P24941_2wxv,P24941,3
P00797_3oot,P00797,3
O15530_3ion,O15530,4
Q9UKV8_3qx8,Q9UKV8,5
Q9H2K2_4hki,Q9H2K2,2
P39900_2wo8,P39900,1
P08581_4eev,P08581,1
P24941_6guf,P24941,3
Q83883_5dg6,Q83883,1
P00338_5w8i,P00338,4
O75643_5urj,O75643,1
Q9F663_6d15,Q9F663,3
Q9HZN8_3uwo,Q9HZN8,1
P29375_5ceh,P29375,1
Q8DQB5_4lp0,Q8DQB5,1
O14965_6c2r,O14965,3
P00811_2hdu,P00811,1
Q837V6_4lh7,Q837V6,2
P08581_3c1x,P08581,1
O92972_3gol,O92972,3
P00918_5llg,P00918,3
P04058_6h13,P04058,8
P26663_3co9,P26663,3
Q13133_5avi,Q13133,1
P29597_4gii,P29597,1
P21524_3rsr,P21524,1
P00760_3atm,P00760,2
P00492_5bsk,P00492,1
P33316_5h4j,P33316,1
Q0P8Q4_5ad1,Q0P8Q4,1
P00517_3zo2,P00517,1
P56817_3udk,P56817,3
P35558_1nhx,P35558,1
P56817_3bra,P56817,3
P07900_2ye9,P07900,1
P33981_4c4g,P33981,1
P00533_4jrv,P00533,1
P28482_6g9a,P28482,4
C3W5S0_6dcz,C3W5S0,2
P56817_4bfd,P56817,3
O35904_5ncz,O35904,1
P06710_1njf,P06710,1
P00436_3pch,P00436,3
Q05127_4ibi,Q05127,1
P00918_6c7x,P00918,3
P39900_6enm,P39900,1
Q89ZI2_5fl1,Q89ZI2,1
P24941_2c5n,P24941,3
Q45462_3r6u,Q45462,1
P00797_4ryc,P00797,3
P08337_1puq,P08337,1
Q16539_4kiq,Q16539,4
P00953_1m83,P00953,1
P22894_3dng,P22894,2
P00742_2xc4,P00742,2
P09960_3fh5,P09960,1
P43889_4knr,P43889,1
P55201_5mwg,P55201,1
P48736_3r7r,P48736,1
P47811_3p7c,P47811,4
Q90K99_4djp,Q90K99,1
P18031_1no6,P18031,11
P06276_6i0c,P06276,12
P42574_3dei,P42574,1
O75164_5f39,O75164,2
P43235_1nl6,P43235,1
P0A884_1jut,P0A884,1
O60885_5d3l,O60885,1
O14965_6hjj,O14965,3
Q08499_6imo,Q08499,3
P23458_4ehz,P23458,1
P56817_4l7g,P56817,3
Q5SLD7_6jbb,Q5SLD7,1
Q13451_4w9o,Q13451,1
P04629_6dki,P04629,1
P18031_2f6t,P18031,11
O75164_6h4q,O75164,2
P00489_3t3e,P00489,4
P02879_4hv7,P02879,1
P00489_2qrh,P00489,4
D3WZ85_5k8o,D3WZ85,2
P11309_5toe,P11309,1
P00489_3g2k,P00489,4
Q00987_6i3s,Q00987,2
P49336_4f6s,P49336,1
P07900_3wha,P07900,1
P24941_1w0x,P24941,2
P29597_6nze,P29597,1
O60341_2xaq,O60341,1
P26281_4m5n,P26281,1
P24941_3qu0,P24941,2
Q8SR66_1z3c,Q8SR66,1
O96935_4zw6,O96935,1
Q92769_6g3o,Q92769,3
P01116_6fa4,P01116,1
A4ZF98_5nyz,A4ZF98,1
P24941_2vtj,P24941,3
O14757_1nvr,O14757,2
P05164_3zs0,P05164,1
P24941_2vtq,P24941,3
A4TVL0_5oh1,A4TVL0,1
P24941_2r3i,P24941,2
Q13231_5nra,Q13231,1
P0AES7_6f8j,P0AES7,1
P47811_1ywr,P47811,4
P06730_5ei3,P06730,3
P45452_5bpa,P45452,1
P18031_2vev,P18031,11
O60885_4bw4,O60885,1
P28482_1wzy,P28482,4
P00918_3okv,P00918,3
P00749_1sqt,P00749,3
Q04609_5ely,Q04609,5
P00489_3np9,P00489,4
F1QCV2_6uhv,F1QCV2,1
P00517_2vo7,P00517,1
P26663_3e51,P26663,3
P24941_1e1v,P24941,2
P03372_2i0j,P03372,1
P39900_3f1a,P39900,1
P21836_4b84,P21836,4
Q48255_2xda,Q48255,1
P11309_3vbx,P11309,1
P00798_1ppl,P00798,3
P97612_4j5p,P97612,1
Q5SID9_1odi,Q5SID9,2
P23470_3qcj,P23470,1
P97612_2wj2,P97612,1
A9JQL9_2zy1,A9JQL9,1
P00558_3c39,P00558,1
P07900_3qtf,P07900,1
Q07343_3wd9,Q07343,1
P00489_3npa,P00489,4
P0C6F2_4mc2,P0C6F2,1
O14965_3uol,O14965,4
Q92731_1x7b,Q92731,2
P11309_4mbl,P11309,1
Q8TEQ6_5tha,Q8TEQ6,1
P18031_5k9w,P18031,11
P00797_3vuc,P00797,3
P01556_5lzj,P01556,1
P61964_6u8o,P61964,2
P53779_3ttj,P53779,1
Q38CA1_6mxd,Q38CA1,1
Q8XXK6_2bt9,Q8XXK6,1
Q4DA54_4ypf,Q4DA54,1
O33853_2oyl,O33853,1
Q09472_5lpk,Q09472,3
Q16539_3s3i,Q16539,4
P56817_4wy1,P56817,3
Q64610_5dlv,Q64610,1
P03372_1xpc,P03372,1
Q8N884_6mju,Q8N884,2
P36897_2wou,P36897,1
Q92731_1u3q,Q92731,2
Q6XEC0_5qa5,Q6XEC0,1
O14757_2c3l,O14757,2
Q8N4J0_5yf1,Q8N4J0,1
Q8A5P6_4ozo,Q8A5P6,1
P56817_2ze1,P56817,3
P15056_3tv4,P15056,2
P80561_1qq9,P80561,1
Q5HSJ4_4yb6,Q5HSJ4,1
P00469_1nja,P00469,1
P28523_1m2p,P28523,1
P03367_3st5,P03367,2
Q9Y233_3wym,Q9Y233,1
O85361_1hp5,O85361,1
P11309_6no9,P11309,1
P98170_3g76,P98170,2
Q9UHD2_5w5v,Q9UHD2,1
Q96RI1_5q19,Q96RI1,1
P00533_5em5,P00533,1
Q5RZ08_6dj7,Q5RZ08,1
P00492_4rao,P00492,1
P48736_5jhb,P48736,1
Q96C86_3bla,Q96C86,2
P03367_1sdt,P03367,2
Q92731_2z4b,Q92731,2
P51955_5m51,P51955,1
Q48935_4zur,Q48935,2
Q000H7_3r0w,Q000H7,1
P00918_1g4o,P00918,3
P9WPQ5_6e06,P9WPQ5,2
Q24451_3dx3,Q24451,2
P49841_3zrk,P49841,2
O00255_4x5y,O00255,3
P00929_1cx9,P00929,1
P00918_6bbs,P00918,3
O14733_6qg7,O14733,1
I6YFP0_4xu3,I6YFP0,1
Q16539_1wbw,Q16539,4
P00918_3hkn,P00918,3
Q8NFU5_6m89,Q8NFU5,1
P07900_1yc4,P07900,1
P00797_3vye,P00797,3
P47811_3p78,P47811,4
P00592_1hn4,P00592,2
Q02763_2oo8,Q02763,1
O15530_5hkm,O15530,4
P19491_1mqh,P19491,2
Q9NP87_6aec,Q9NP87,1
Q9NUW8_6djd,Q9NUW8,1
Q13451_4drm,Q13451,1
P0AES7_5mmn,P0AES7,1
P18031_1wax,P18031,11
P07900_4xiq,P07900,1
O60885_4lzr,O60885,1
P07900_3k97,P07900,1
Q13451_4drn,Q13451,1
Q13464_5kks,Q13464,2
P03366_1heg,P03366,1
Q01234_1kqb,Q01234,3
P22736_4jgv,P22736,1
O60885_5d25,O60885,1
Q9UKM7_1fo2,Q9UKM7,1
Q9Y233_6kdz,Q9Y233,1
P14751_1nw5,P14751,1
P23874_3dnt,P23874,1
P02766_2f7i,P02766,1
P98170_5m6h,P98170,2
P25098_5wg4,P25098,1
P06999_3ump,P06999,1
P11309_3vby,P11309,1
P04905_3gst,P04905,2
P03367_4hla,P03367,2
O14965_4ded,O14965,3
Q0TR53_2j62,Q0TR53,1
O75530_5u8a,O75530,2
P49841_4acd,P49841,2
P35968_2p2i,P35968,1
Q8T6J6_2qaf,Q8T6J6,2
O75173_4wke,O75173,1
Q96RI1_5q0t,Q96RI1,1
P0AE18_2q92,P0AE18,1
P02791_3f35,P02791,1
P03369_3haw,P03369,1
P9WMC1_5eyr,P9WMC1,1
Q64610_5m0d,Q64610,1
O60885_4uix,O60885,1
Q16539_3bv3,Q16539,4
P15319_2xg5,P15319,1
P04058_1amn,P04058,1
P00489_3l7c,P00489,4
Q13526_2xpb,Q13526,1
P03366_1ebz,P03366,1
P62617_2amt,P62617,3
P51449_6g07,P51449,3
Q9UKK9_5nqr,Q9UKK9,3
O60885_6afr,O60885,1
Q9H2K2_4l0s,Q9H2K2,2
P62508_2p7g,P62508,1
Q9NUW8_6dih,Q9NUW8,1
P56817_5he5,P56817,3
P27487_2p8s,P27487,11
Q14289_4h1j,Q14289,1
P96856_5cw8,P96856,1
P43490_4o28,P43490,2
Q13627_4ylj,Q13627,3
I6YFP0_4xty,I6YFP0,1
P15917_4xm8,P15917,1
P28720_3tll,P28720,3
O04379_4g0y,O04379,1
P25774_1nqc,P25774,1
P27487_4lko,P27487,1
P51955_2xnp,P51955,1
P09960_5n3w,P09960,1
Q16539_3fc1,Q16539,4
P08581_4ap7,P08581,1
P07741_6fcl,P07741,1
P56817_4djx,P56817,3
P36639_6eq4,P36639,1
A5W4E3_5hwv,A5W4E3,1
P02766_4ydn,P02766,1
Q83883_6bib,Q83883,1
Q9H9B1_5vsd,Q9H9B1,2
P08799_2xo8,P08799,3
P00918_4q90,P00918,3
I6YFP0_4xtz,I6YFP0,1
P52732_2fky,P52732,3
P19491_1mqj,P19491,2
P43490_4o0z,P43490,2
P49137_3fyj,P49137,2
P02766_4dew,P02766,1
Q9UIF9_6fgf,Q9UIF9,2
P00520_6hd6,P00520,2
O95271_6qxu,O95271,2
P01116_6p8z,P01116,1
P24941_3ej1,P24941,3
Q8E378_5jf3,Q8E378,1
P27487_2rgu,P27487,11
P17931_3t1l,P17931,1
P10275_5cj6,P10275,4
Q9H2K2_5adt,Q9H2K2,2
A9XG43_4ght,A9XG43,1
O00408_6c7f,O00408,1
Q460N5_6g0w,Q460N5,1
P56817_4zpe,P56817,3
P00489_8gpb,P00489,1
Q9Y5P4_5zyh,Q9Y5P4,1
P00918_2osf,P00918,3
O26232_2zz1,O26232,2
P23254_1tkc,P23254,2
P14780_2ow0,P14780,1
Q9UHD2_6bod,Q9UHD2,1
A5H660_5fue,A5H660,3
Q07817_1ysg,Q07817,2
P56221_1std,P56221,1
P00492_4ijq,P00492,1
Q7Z8V1_2y9g,Q7Z8V1,1
O00408_5u7l,O00408,1
P28523_3pwd,P28523,1
Q07820_6qz5,Q07820,1
P17612_4uj1,P17612,1
P15917_4pks,P15917,1
O00255_5db3,O00255,3
P00918_5sz1,P00918,3
P00533_2itz,P00533,1
A9JQL9_4f6x,A9JQL9,1
P07900_2xjg,P07900,1
P00533_3poz,P00533,1
P00592_3qlm,P00592,1
P0C6U8_2zu5,P0C6U8,1
P18886_2fw3,P18886,1
O14733_6qft,O14733,1
P18031_2cmb,P18031,11
O15164_4ybs,O15164,1
P00918_1if7,P00918,3
P00520_3oxz,P00520,2
P56817_2oah,P56817,3
O14965_5aaf,O14965,3
A5K1A2_5g1z,A5K1A2,1
Q04631_2bed,Q04631,1
P33981_5n9s,P33981,1
P00517_2jdt,P00517,1
O14965_3uod,O14965,3
